LOC105378581	hgnc:50701	LINC01409
LOC100420582	hgnc:19107	TAS2R18P
TAS2R18	hgnc:19107	TAS2R18P
TAS2R65	hgnc:19107	TAS2R18P
MIRN196-1	hgnc:31567	MIR196A1
MIRN196A1	hgnc:31567	MIR196A1
STX17-AS1	hgnc:51174	STX17-DT
DKFZP586E0518	hgnc:960	BAZ1A
MIRN885	hgnc:33659	MIR885
LINC01833	hgnc:52644	LINC01833
LOC100130502	hgnc:52644	LINC01833
BRUNOL5	hgnc:14058	CELF5
RNU42A	hgnc:10180	SNORD42A
STS	hgnc:11425	STS
ARSC1	hgnc:11425	STS
AKU	hgnc:4892	HGD
LOC159081	hgnc:11425	STS
C15orf30	hgnc:26040	PARP16
B3GNT1	hgnc:15685	B4GAT1
HSA6077	hgnc:15629	B3GNT2
LOC653290	hgnc:27397	CT47A11
LOC653278	hgnc:27397	CT47A11
LOC653294	hgnc:27397	CT47A11
LOC653266	hgnc:27397	CT47A11
LOC653273	hgnc:27397	CT47A11
LOC653295	hgnc:27397	CT47A11
LOC653289	hgnc:27397	CT47A11
ATP5HP3	hgnc:49625	ATP5PDP3
LOC650982	hgnc:42864	OSTCP2
LOC107984110	hgnc:44135	FAHD2CP
LOC731002	hgnc:44135	FAHD2CP
LOC100499193	ncbigene:100506639	LOC100506639
LOC100509779	ncbigene:100506639	LOC100506639
KIAA1598	hgnc:29319	SHTN1
FLJ11122	hgnc:29319	SHTN1
C11orf93	hgnc:26978	COLCA2
LOC100420335	hgnc:51542	BTBD6P1
LOC650554	hgnc:51542	BTBD6P1
LOC93187	hgnc:33150	SUMO1P3
NUP50-AS1	hgnc:50502	NUP50-DT
DKFZP434L057	hgnc:15772	ARFGEF1
KIAA1631	hgnc:7200	MOV10
LOC105373005	hgnc:6511	LARGE1
LARGE	hgnc:6511	LARGE1
MCG4	hgnc:12868	ZFPL1
LOC400690	ncbigene:728485	LOC728485
LOC731964	ncbigene:728485	LOC728485
CALNA	hgnc:9314	PPP3CA
CALN	hgnc:9314	PPP3CA
ZA20D3	hgnc:30164	ZFAND6
IMPAD1	hgnc:26019	BPNT2
MRVLDC1	hgnc:28674	MARVELD1
CCBL2	hgnc:33238	KYAT3
C14orf30	hgnc:19838	LINC00519
LOC127937	hgnc:27648	SPATA46
C1orf111	hgnc:27648	SPATA46
RN5S464	hgnc:43364	RNA5SP464
C11orf59	hgnc:26068	LAMTOR1
LOC100132903	hgnc:30143	PRAC2
HOXB13-AS1	hgnc:30143	PRAC2
C17orf93	hgnc:30143	PRAC2
HOXB-AS5	hgnc:30143	PRAC2
NCRNA00253	hgnc:30143	PRAC2
LOC100421682	hgnc:32673	NR1H5P
LOC649865	hgnc:32673	NR1H5P
RN5S41	hgnc:42817	RNA5SP41
PRO2219	hgnc:19177	CMTM6
CKLFSF6	hgnc:19177	CMTM6
MLLT10L	hgnc:15794	MLLT10P1
KRTAP18-1	hgnc:22966	KRTAP10-1
KRTAP10-1	hgnc:22966	KRTAP10-1
LOC102723601	hgnc:45001	DUSP8P2
DUSP8P4	hgnc:45001	DUSP8P2
DUSP8P2	hgnc:45001	DUSP8P2
LOC652827	hgnc:7083	CD99P1
LOC645119	hgnc:7083	CD99P1
CD99L1	hgnc:7083	CD99P1
CXYorf12	hgnc:7083	CD99P1
LOC100132125	hgnc:7083	CD99P1
MIC2R	hgnc:7083	CD99P1
LOC100130595	hgnc:7083	CD99P1
NCRNA00103	hgnc:7083	CD99P1
LOC646154	hgnc:7083	CD99P1
LOC646162	hgnc:7083	CD99P1
ATP5JP1	hgnc:23933	ATP5PFP1
ATP5J2P2	hgnc:21540	ATP5MFP2
LOC196988	hgnc:35180	DNM1P33
DNM1DN7@	hgnc:35180	DNM1P33
LOC390604	hgnc:35180	DNM1P33
KIAA0546	hgnc:28328	ZFC3H1
CCDC131	hgnc:28328	ZFC3H1
PSRC2	hgnc:28328	ZFC3H1
TNRC18C	hgnc:34015	TNRC18P3
LOC378080	hgnc:34015	TNRC18P3
LOC101927016	ncbigene:647264	LOC647264
LOC647262	ncbigene:647264	LOC647264
LOC731094	hgnc:29092	OBSL1
LOC729875	hgnc:29092	OBSL1
LOC651470	hgnc:44696	ILF2P2
LOC649564	hgnc:23755	RPL13AP7
RPL13AP7	hgnc:23755	RPL13AP7
LOC140225	hgnc:23755	RPL13AP7
LOC92885	hgnc:23755	RPL13AP7
TRIM50A	hgnc:19017	TRIM50
SPG3	hgnc:11231	ATL1
SPG3A	hgnc:11231	ATL1
SCYA14	hgnc:10612	CCL14
C1orf164	hgnc:25552	RNF220
LOC51261	hgnc:25552	RNF220
C2orf31	hgnc:4043	FZD5
LOC82978	hgnc:39283	HMGB3P6
LOC284683	hgnc:39283	HMGB3P6
LOC87404	hgnc:39283	HMGB3P6
LOC149309	hgnc:39283	HMGB3P6
LOC731478	hgnc:39283	HMGB3P6
LOC730050	hgnc:5240	HSPA7
MTCP1NB	hgnc:35428	CMC4
MTCP1	hgnc:35428	CMC4
LOC152392	hgnc:29931	GNL3
HSPEP1	hgnc:16530	HSPE1P1
FAM172B	hgnc:34336	FAM172BP
ESX	hgnc:3318	ELF3
BTF3L2	hgnc:1127	BTF3P12
LOC650265	ncbigene:644909	LOC644909
LOC100420153	ncbigene:644909	LOC644909
KNSL4	hgnc:6391	KIF22
LOC728037	hgnc:6391	KIF22
MIRN1302-3	hgnc:35295	MIR1302-3
HTD2	hgnc:53111	HTD2
RNU6-81	hgnc:42571	RNU6-81P
ACTA3	hgnc:145	ACTG2
LOC115664	hgnc:145	ACTG2
ACTL3	hgnc:145	ACTG2
SMIM11A	hgnc:1293	SMIM11
FAM165B	hgnc:1293	SMIM11
C21orf51	hgnc:1293	SMIM11
CKLFSF1	hgnc:19172	CMTM1
RN5S175	hgnc:43075	RNA5SP175
TRNAD1	hgnc:12251	TRD-GTC9-1
TRD	hgnc:12251	TRD-GTC9-1
FDZF2	hgnc:13024	ZNF230
KIAA1379	hgnc:8570	PACSIN1
LOC116424	hgnc:30239	CYSTM1
C5orf32	hgnc:30239	CYSTM1
DOCK11P1	hgnc:31719	DOCK11P1
CD39L1	hgnc:3364	ENTPD2
TRNAE8	hgnc:34590	TRE-TTC5-1
RN5S230	hgnc:43130	RNA5SP230
LOC100291019	ncbigene:100288771	LOC100288771
LOC100293434	ncbigene:100288771	LOC100288771
CTGF-L	hgnc:12770	CCN5
WISP2	hgnc:12770	CCN5
MIRN380	hgnc:31873	MIR380
LOC101929763	hgnc:53751	LINC02580
LOC107984021	ncbigene:101930420	LOC101930420
LRRC37B	hgnc:29070	LRRC37B
DCAMKL1	hgnc:2700	DCLK1
LOC107987226	hgnc:26148	CRTC3
LOC100420782	hgnc:39198	KHSRPP1
LOC441021	hgnc:19216	SMR3A
PROL5	hgnc:19216	SMR3A
LOC100293716	hgnc:51604	BMS1P21
LOC387693	hgnc:51604	BMS1P21
N4h	hgnc:24464	CHST14
D4ST1	hgnc:24464	CHST14
RN5S7	hgnc:34368	RNA5S7
LOC100506226	hgnc:53289	LINC02366
LOC284033	hgnc:34491	SHISA6
C7orf10	hgnc:16001	SUGCT
LOC730539	hgnc:49843	LINC01249
LOC731894	hgnc:31794	RWDD1P3
RWDD1L1	hgnc:31794	RWDD1P3
RNU25	hgnc:10147	SNORD25
LOC392756	hgnc:13101	ZKSCAN1
ZNF36	hgnc:13101	ZKSCAN1
ZNF139	hgnc:13101	ZKSCAN1
JTK5A	hgnc:10481	RYK
JTK5A~withdrawn	hgnc:10481	RYK
RN5S157	hgnc:43057	RNA5SP157
TRIP8	hgnc:12313	JMJD1C
FLJ14374	hgnc:12313	JMJD1C
LOC439979	hgnc:12313	JMJD1C
ZCD1B	hgnc:29611	CISD1P1
CISD1B	hgnc:29611	CISD1P1
TCEB1P10	hgnc:38146	ELOCP10
TRNAF16P	hgnc:35072	TRF-GAA10-1
LOC729135	hgnc:35072	TRF-GAA10-1
RN5S128	hgnc:43028	RNA5SP128
RNPC3	hgnc:18666	RNPC3
PWP2H	hgnc:9711	PWP2
EYCL2	hgnc:8101	OCA2
EYCL3	hgnc:8101	OCA2
HCL3	hgnc:8101	OCA2
D15S12	hgnc:8101	OCA2
LOC157463	ncbigene:129026	LOC129026
LOC100293142	ncbigene:129026	LOC129026
LOC100508834	hgnc:54390	LINC02853
LOC378166	hgnc:28900	PNPLA8
LOC392776	hgnc:28900	PNPLA8
RNU29	hgnc:10151	SNORD29
LOC100419002	hgnc:7766	NF1P3
NF1L1	hgnc:7766	NF1P3
LOC130739	hgnc:9753	QPCT
LOC139627	ncbigene:644893	LOC644893
LOC649636	ncbigene:644893	LOC644893
LOC100422512	hgnc:31077	SLC2AXP1
BGCI	ncbigene:23706	IBGC1
LOC94875	hgnc:18254	HES6
LOC442299	hgnc:48838	CICP22
RNU17D	hgnc:10118	SNHG3
RNU17C	hgnc:10118	SNHG3
LOC133046	hgnc:771	ASS1P8
ASSP8	hgnc:771	ASS1P8
LOC100420204	hgnc:771	ASS1P8
LOC348448	hgnc:31685	WASH6P
LOC349338	hgnc:31685	WASH6P
LOC401624	hgnc:31685	WASH6P
LOC58481	hgnc:31685	WASH6P
LOC376475	hgnc:31685	WASH6P
FAM39A	hgnc:31685	WASH6P
CXYorf1	hgnc:31685	WASH6P
TRNAY15	hgnc:35007	TRY-GTA5-1
TRY-GTA5-4	hgnc:35007	TRY-GTA5-1
HMG2L1	hgnc:5003	HMGXB4
LOC96789	hgnc:5003	HMGXB4
THC211630	hgnc:5003	HMGXB4
RN5S260	hgnc:43160	RNA5SP260
DDX19	hgnc:2742	DDX19B
RNU6-1221P	hgnc:47243	RNU6-280P
LOC96775	hgnc:2190	COL13A1
LOC85610	hgnc:35536	RPS15P5
LOC82304	hgnc:35536	RPS15P5
LOC732104	hgnc:35536	RPS15P5
LOC220748	hgnc:35536	RPS15P5
LOC101929040	ncbigene:102723468	LOC102723468
C20orf21	hgnc:15867	YTHDF1
RPS2P5	hgnc:31386	RPS2P5
LOC256875	hgnc:43623	SSU72P4
LOC401660	hgnc:43623	SSU72P4
LOC119779	hgnc:43623	SSU72P4
LOC119781	hgnc:43623	SSU72P4
LOC390032	hgnc:43623	SSU72P4
LOC196119	hgnc:43623	SSU72P4
MRPL15	hgnc:14054	MRPL15
PLXN6	hgnc:9105	PLXNB3
PLEXB3	hgnc:9105	PLXNB3
MIRN412	hgnc:32064	MIR412
LOC100422541	hgnc:38473	NUS1P2
LOC651015	hgnc:38473	NUS1P2
URKL1	hgnc:15938	UCKL1
LOC128990	hgnc:2847	DGCR8
LOC200302	hgnc:2847	DGCR8
C22orf12	hgnc:2847	DGCR8
FLJ22127	hgnc:2847	DGCR8
LOC82128	hgnc:39525	RNPS1P1
LOC91871	hgnc:39525	RNPS1P1
LOC133240	hgnc:39525	RNPS1P1
LOC648763	hgnc:39525	RNPS1P1
LOC153027	hgnc:39525	RNPS1P1
LOC731091	hgnc:39525	RNPS1P1
TRNAH3	hgnc:34538	TRH-GTG1-5
TRH-GTG1-8	hgnc:34538	TRH-GTG1-5
LOC649648	hgnc:45087	TMEM256P1
LOC100419463	hgnc:595	API5P1
LOC100418803	hgnc:32449	KRT18P15
KRT18L5	hgnc:32449	KRT18P15
KRT18P15	hgnc:32449	KRT18P15
LOC731907	hgnc:32449	KRT18P15
PRO1741	hgnc:17327	WAC
WAC	hgnc:17327	WAC
C14orf54	hgnc:20101	GARIN2
FAM71D	hgnc:20101	GARIN2
LOC94692	hgnc:24092	MAGEH1
LOC91967	hgnc:24092	MAGEH1
MIRNLET7D	hgnc:31481	MIRLET7D
C14orf149	hgnc:20488	L3HYPDH
CRYGGP1	hgnc:2414	CRYGGP
C5orf28	hgnc:26139	TMEM267
LOC101930007	hgnc:39917	GRTP1-AS1
LOC647733	hgnc:33438	GGT8P
LOC149319	hgnc:33438	GGT8P
GGT1P1	hgnc:33438	GGT8P
LOC285035	hgnc:33438	GGT8P
RAB6IP1	hgnc:19344	DENND5A
GTBP	hgnc:7329	MSH6
C10orf119	hgnc:25782	MCMBP
ARSE	hgnc:719	ARSL
CDPX	hgnc:719	ARSL
CDPX1	hgnc:719	ARSL
OR51B6	hgnc:19600	OR51B6
MT7SDNA	hgnc:7409	MT-7SDNA
SCAR5	hgnc:28986	ZNF592
LOC731761	hgnc:27659	MIR646HG
TRNAA29	hgnc:34875	TRA-CGC1-1
NCRNA00319	hgnc:19730	LINC00319
C21orf125	hgnc:19730	LINC00319
PDI	hgnc:14180	PDIA2
PDIP	hgnc:14180	PDIA2
LOC95435	hgnc:14180	PDIA2
PHBP20	hgnc:51553	PHB1P20
LOC100292956	hgnc:51819	TP53TG3HP
LOC100287747	hgnc:51819	TP53TG3HP
SHFM1D	hgnc:2918	DLX5
HOX2I	hgnc:5111	HOXB1
LEU1	hgnc:1685	CD5
TRNAQ14	hgnc:34716	TRQ-CTG8-2
MKRNP2	hgnc:7118	MKRN6P
LOC648464	hgnc:22004	WIPF3
LOC641823	hgnc:22004	WIPF3
LOC96008	hgnc:25370	ANKMY2
LOC116364	hgnc:25370	ANKMY2
LOC57019	hgnc:28050	CIAPIN1
LOC651471	hgnc:33632	CPSF4L
RN5S333	hgnc:43233	RNA5SP333
DSPG3	hgnc:3053	EPYC
LOC651536	hgnc:5923	IGLV5-39
LOC100421157	hgnc:11704	TDGF1P4
TDGF4	hgnc:11704	TDGF1P4
LOC112268040	hgnc:31091	TCEA1P4
TCEA1P4	hgnc:31091	TCEA1P4
LOC96445	hgnc:12737	WBP1
SNRPD1	hgnc:11159	SNRPD2
TMEM34	hgnc:25587	TMEM184C
GPR80	hgnc:4531	OXGR1
GPR99	hgnc:4531	OXGR1
KIAA0600	hgnc:14068	HDAC5
LOC652059	hgnc:44461	KRT8P47
LOC102724773	hgnc:4253	GGTA1
GGTA	hgnc:4253	GGTA1
GLYT2	hgnc:4253	GGTA1
LOC728926	hgnc:4253	GGTA1
a1/3GTP	hgnc:4253	GGTA1
LOC648107	hgnc:43870	EXOC5P1
TRNAA31	hgnc:34894	TRA-AGC12-2
C14orf138	hgnc:20352	VCPKMT
METTL21D	hgnc:20352	VCPKMT
LOC651961	hgnc:5824	IGKV3D-15
LOC102723726	hgnc:11895	TNFAIP2
IGSF2	hgnc:5949	CD101
FLJ20373	hgnc:6866	MAP4K4
LOC112651	hgnc:8105	OCM
LOC115566	hgnc:8105	OCM
LOC392625	hgnc:8105	OCM
LOC402456	hgnc:8105	OCM
LOC653862	hgnc:8105	OCM
LOC155327	hgnc:8105	OCM
LOC82993	hgnc:8105	OCM
LOC730297	hgnc:8105	OCM
LOC91268	hgnc:8105	OCM
C5orf10	hgnc:14305	CMYA5
CMYA5	hgnc:14305	CMYA5
VAPC	hgnc:12649	VAPB
ALS8	hgnc:12649	VAPB
VAPB	hgnc:12649	VAPB
LOC55820	hgnc:12649	VAPB
PPIAP61	hgnc:53685	PPIAP61
PABPL2	hgnc:8563	PABPC1P4
LOC100421127	hgnc:8563	PABPC1P4
PABPCP5	hgnc:8563	PABPC1P4
ATPBD3	hgnc:29590	CTU1
C22orf3	hgnc:1308	RHBDD3
MIR548F1	hgnc:35305	MIR548F1
MIRN548F1	hgnc:35305	MIR548F1
LOC51178	hgnc:13900	SGK2
LOC92084	hgnc:4394	GNAT2
C14orf32	hgnc:19840	MAPK1IP1L
CCFDN	hgnc:2498	CTDP1
MRX50	hgnc:11494	SYN1
LOC123541	hgnc:1192	MRPL46
C15orf4	hgnc:1192	MRPL46
LIECG2	hgnc:1192	MRPL46
LOC376453	ncbigene:390846	LOC390846
LOC125401	ncbigene:390846	LOC390846
TRBV24/OR9-2	hgnc:12204	TRBV24OR9-2
TCRBV15O	hgnc:12204	TRBV24OR9-2
BRF2	hgnc:1108	ZFP36L2
LOC96706	hgnc:1108	ZFP36L2
GLI	hgnc:4317	GLI1
C3orf37	hgnc:24446	HMCES
SPG35	hgnc:21197	FA2H
FAXDC1	hgnc:21197	FA2H
LOC649494	hgnc:54597	FAM214BP1
MIRNLET7F2	hgnc:31484	MIRLET7F2
RNU24	hgnc:10146	SNORD24
OR6W1P	hgnc:15091	OR6W1P
OR6W1	hgnc:15091	OR6W1P
LOC100419884	hgnc:13551	VN1R11P
LOC105374084	ncbigene:105374085	LOC105374085
LOC107983957	ncbigene:105374085	LOC105374085
C14orf52	hgnc:20099	CHURC1
LOC147775	hgnc:9579	PSPN
TRB@	hgnc:12155	TRB
TCRB	hgnc:12155	TRB
ARHI	hgnc:687	DIRAS3
C1orf96	hgnc:29578	CCSAP
RNU6-68	hgnc:42558	RNU6-68P
OR1F6	hgnc:8194	OR1F1
OR1F13P	hgnc:8194	OR1F1
OR1F7	hgnc:8194	OR1F1
OR1F8	hgnc:8194	OR1F1
OR1F4	hgnc:8194	OR1F1
OR1F9	hgnc:8194	OR1F1
OR1F10	hgnc:8194	OR1F1
OR1F5	hgnc:8194	OR1F1
LOC101060647	hgnc:5793	IGKV2D-14
TRYX3	hgnc:39125	PRSS58
LOC284647	hgnc:1392	CACNA1E
CACNL1A6	hgnc:1392	CACNA1E
LOC641900	hgnc:49215	RPL7P59
LOC647791	hgnc:49215	RPL7P59
TRNAQ53P	hgnc:35115	TRQ-CTG13-1
FTHP3	hgnc:3983	FTH1P13
LOC100420425	hgnc:3983	FTH1P13
LOC648634	hgnc:3983	FTH1P13
FTHL13	hgnc:3983	FTH1P13
LOC95719	hgnc:17563	METTL3
RKHD4	hgnc:33482	MEX3A
LOC101929311	ncbigene:101927584	LOC101927584
C6orf105	hgnc:21214	ADTRP
RN5S287	hgnc:43187	RNA5SP287
MYF3	hgnc:7611	MYOD1
DMT1	hgnc:24537	CHMP2B
SAE2	hgnc:30661	UBA2
LOC100505842	hgnc:30661	UBA2
C14orf129	hgnc:20343	GSKIP
FAM183CP	hgnc:27827	LINC02209
RPS4P2	hgnc:16563	RPS4XP2
LOC100420610	hgnc:16563	RPS4XP2
RPS4L2	hgnc:16563	RPS4XP2
LOC112638	hgnc:23657	GNE
DMRV	hgnc:23657	GNE
IBM2	hgnc:23657	GNE
TRNAQ17	hgnc:34777	TRQ-CTG6-1
MIRN96	hgnc:31648	MIR96
DFNA50	hgnc:31648	MIR96
MRX59	hgnc:560	AP1S2
MRXS5	hgnc:560	AP1S2
PGS	hgnc:560	AP1S2
VAULTRC2	hgnc:12655	VTRNA1-2
LOC100419332	hgnc:35943	RPL13P10
LOC100421406	hgnc:33962	IMPDH1P7
VCY2	hgnc:13508	BPY2
LOC100418783	hgnc:39875	KRT8P41
LOC100420209	hgnc:46024	RBM43P1
PCCX1	hgnc:24343	CXXC1
C1orf213	hgnc:25122	ZNF436-AS1
C3orf25	hgnc:28061	EFCAB12
LOC651985	hgnc:44950	NIFKP2
LOC100422301	hgnc:44950	NIFKP2
MKI67IPP2	hgnc:44950	NIFKP2
OR5B6	hgnc:8322	OR5B1P
OR5B8	hgnc:8322	OR5B1P
OR5B5P	hgnc:8322	OR5B1P
OR5B6P	hgnc:8322	OR5B1P
OR5B14P	hgnc:8322	OR5B1P
LOC100421970	hgnc:8322	OR5B1P
OR5B5	hgnc:8322	OR5B1P
OR5B9P	hgnc:8322	OR5B1P
OR5B7	hgnc:8322	OR5B1P
OR5B7P	hgnc:8322	OR5B1P
OR5B9	hgnc:8322	OR5B1P
OR5B1P	hgnc:8322	OR5B1P
OR5B8P	hgnc:8322	OR5B1P
LOC100291788	hgnc:42076	MTND1P27
DSCR1	hgnc:3040	RCAN1
LOC730917	hgnc:48797	HNRNPA1P67
C19orf70	hgnc:33702	MICOS13
LOC100420488	hgnc:17490	TPMTP1
SLC22A1L	hgnc:10964	SLC22A18
BWR1A	hgnc:10964	SLC22A18
IMPT1	hgnc:10964	SLC22A18
BWSCR1A	hgnc:10964	SLC22A18
ORCTL2	hgnc:10964	SLC22A18
MIRN638	hgnc:32894	MIR638
MIRN523	hgnc:32103	MIR523
CTLN2	hgnc:10983	SLC25A13
RN5S31	hgnc:42607	RNA5SP31
LOC100508409	hgnc:53476	LINC02492
HEM1	hgnc:4862	NCKAP1L
LOC100128979	hgnc:53635	TPM1-AS
LOC152399	hgnc:30394	SELENOK
LOC100419189	hgnc:37044	RPL6P8
LOC220831	hgnc:30167	PDIA4
LOC65530	hgnc:30167	PDIA4
LOC95788	hgnc:30167	PDIA4
OR6K5P	hgnc:15032	OR6K5P
LOC100421916	hgnc:15032	OR6K5P
LOC650189	hgnc:39610	SNX18P2
LOC100418979	hgnc:39610	SNX18P2
LOC119466	hgnc:9669	PTPRE
C12orf48	hgnc:26074	PARPBP
LOC82102	hgnc:9514	PSG1
PSBG1	hgnc:9514	PSG1
LOC91730	hgnc:9514	PSG1
LOC94421	hgnc:9787	KIF20A
RAB6KIFL	hgnc:9787	KIF20A
LOC100292781	hgnc:39033	UQCRBP3
LOC100290220	hgnc:39033	UQCRBP3
KIAA2016	hgnc:11806	TIAM2
SAH	hgnc:10522	ACSM3
FTHL12	hgnc:3982	FTH1P12
LOC100420268	hgnc:3982	FTH1P12
LOC88428	hgnc:3982	FTH1P12
LOC82575	hgnc:3982	FTH1P12
LOC441387	hgnc:3982	FTH1P12
CXorf29	hgnc:20176	TAB3-AS1
USP30	hgnc:20065	USP30
TAF2J	hgnc:11545	TAF12
LOC100509655	hgnc:43680	LINC00545
ACHM3	hgnc:2153	CNGB3
ACHM1	hgnc:2153	CNGB3
RMCH	hgnc:2153	CNGB3
HMG1L4	hgnc:4996	HMGB1P4
HMGB1L4	hgnc:4996	HMGB1P4
LOC100419919	hgnc:4996	HMGB1P4
HMG1L4P	hgnc:4996	HMGB1P4
FAM18B	hgnc:20399	TVP23B
FAM18B1	hgnc:20399	TVP23B
LOC51653	hgnc:17068	PALLD
PNCA1	hgnc:17068	PALLD
MIR514-2	hgnc:32149	MIR514A2
MIRN514-2	hgnc:32149	MIR514A2
LOC102724898	ncbigene:105373456	LOC105373456
U2AF1L2	hgnc:23019	ZRSR2
FLJ33280	hgnc:10519	SACS
KIAA0730	hgnc:10519	SACS
TRNAV28	hgnc:34936	TRV-CAC6-1
LOC100421249	hgnc:37799	GAPDHP42
KIAA0329	hgnc:19957	TECPR2
RN5S87	hgnc:42885	RNA5SP87
FAM18B3P	hgnc:31127	TVP23BP1
MCPHA	hgnc:14409	SLC25A19
C7orf6	hgnc:1349	SAMD9L
LOC107986404	hgnc:7473	MTRR
TCRGV7	hgnc:12293	TRGV7
TRGV7	hgnc:12293	TRGV7
FAM112B	hgnc:26565	GTSF1
LOC100419838	hgnc:13842	ZNF320
ZNF320	hgnc:13842	ZNF320
GLYI	hgnc:4323	GLO1
CMD1F	hgnc:2770	DES
ARVD7	hgnc:2770	DES
H3FH	hgnc:4772	H3C8
HIST1H3G	hgnc:4772	H3C8
RN5S108	hgnc:42906	RNA5SP108
HSPA9P	hgnc:24915	HSPA9P1
HSPA9BP	hgnc:24915	HSPA9P1
LOC100420977	hgnc:24915	HSPA9P1
MIRN519C	hgnc:32098	MIR519C
LOC100421062	hgnc:29888	NLRP9P1
NLRP9P	hgnc:29888	NLRP9P1
OR5AK2	hgnc:15251	OR5AK2
LOC130514	hgnc:11456	SULT1C2
SULT1C1	hgnc:11456	SULT1C2
LOC402162	hgnc:28017	FAM86EP
LOC100419264	hgnc:3028	DRD5P2
LOC440684	hgnc:3028	DRD5P2
TRNAK27	hgnc:34860	TRK-TTT2-1
MIRN768	hgnc:32732	SNORD71
AMY2P	hgnc:479	AMYP1
LOC90297	hgnc:9500	PSCA
LOC100290950	hgnc:52412	UBE2V1P14
LOC100293714	hgnc:52412	UBE2V1P14
CDG1	hgnc:9115	PMM2
CD11C	hgnc:6152	ITGAX
SLEB6	hgnc:6152	ITGAX
MRPS10P1	hgnc:29728	MRPS10P1
MPP-2	hgnc:3818	FOXM1
FKHL16	hgnc:3818	FOXM1
OR2P1P	hgnc:8272	OR2P1P
MRP63	hgnc:14514	MRPL57
LOC100422698	hgnc:39734	SMARCE1P5
OR2T12	hgnc:19592	OR2T12
RPL12L3	hgnc:15951	RPL12P12
ACOX1	hgnc:119	ACOX1
LOC100291622	hgnc:37325	PRSS46P
TESSP6	hgnc:37325	PRSS46P
PRSS46	hgnc:37325	PRSS46P
LOC100293097	hgnc:54638	ARPC1BP1
LOC152431	hgnc:44626	ACTL11P
ACTBP13	hgnc:44626	ACTL11P
LOC285405	hgnc:44626	ACTL11P
LOC100422014	ncbigene:260421	LOC260421
LOC651145	hgnc:35503	RPL27P4
C19orf82	hgnc:27613	ZNF561-AS1
LOC650809	hgnc:44933	HSPA8P18
FAM15B	hgnc:18633	TMED8
LOC105375094	hgnc:4197	GCM1
GCMA	hgnc:4197	GCM1
CDKN2	hgnc:1787	CDKN2A
MLM	hgnc:1787	CDKN2A
HYP	hgnc:8918	PHEX
HPDR	hgnc:8918	PHEX
LOC89256	hgnc:2646	CYP4F3
LTB4H	hgnc:2646	CYP4F3
OR5M3	hgnc:14806	OR5M3
EEF1AL6	hgnc:3203	EEF1A1P8
LOC100421814	hgnc:3203	EEF1A1P8
LOC96656	hgnc:21497	ACAD9
DOPEY2	hgnc:1291	DOP1B
C21orf5	hgnc:1291	DOP1B
LOC101928772	hgnc:26275	PODNL1
C7orf47	hgnc:28320	PPP1R35
LOC136466	hgnc:28320	PPP1R35
RN5S181	hgnc:43081	RNA5SP181
CACNL1A3	hgnc:1397	CACNA1S
MHS5	hgnc:1397	CACNA1S
HOKPP	hgnc:1397	CACNA1S
TRNAL24	hgnc:34836	TRL-AAG1-2
CKLFSF2	hgnc:19173	CMTM2
CTR1P	hgnc:17124	SLC31A1P1
LOC100422365	hgnc:17124	SLC31A1P1
LOC339858	hgnc:17124	SLC31A1P1
SLC31A1P	hgnc:17124	SLC31A1P1
LOC107984039	ncbigene:101928095	LOC101928095
LOC101929924	ncbigene:101928095	LOC101928095
LOC101059925	ncbigene:101928095	LOC101928095
LOC100421367	hgnc:21432	DDX18P2
LOC100421270	hgnc:37772	GAPDHP20
LOC651486	hgnc:37772	GAPDHP20
FLJ34715	hgnc:13992	PDLIM2
LOC59346	hgnc:13992	PDLIM2
TRNAI6	hgnc:34693	TRI-TAT2-3
LOC100420455	hgnc:23932	MXRA5Y
LOC286545	hgnc:23932	MXRA5Y
MXRA5P	hgnc:23932	MXRA5Y
MXRA5P1	hgnc:23932	MXRA5Y
ORAOV1P1	hgnc:39203	LTO1P1
LOC100420357	hgnc:7116	MKRN9P
ZNF127L3	hgnc:7116	MKRN9P
MKRNP6	hgnc:7116	MKRN9P
MKRN5	hgnc:7116	MKRN9P
C10orf31	hgnc:23515	CELF2-AS1
OR2AT2P	hgnc:19619	OR2AT2P
LOC100422144	hgnc:19619	OR2AT2P
TRNAK30	hgnc:34935	TRK-CTT10-1
LOC129264	hgnc:2329	CPT1B
LOC150414	hgnc:2329	CPT1B
SNF1LK	hgnc:11142	SIK1
PAPD4	hgnc:26776	TENT2
PLAC8L1	hgnc:31746	PLAC8L1
LOC650961	hgnc:44515	THRB-AS1
OA1P	hgnc:18499	GPR143P
LOC648339	hgnc:42923	SETP4
LOC286454	hgnc:42923	SETP4
GPR85	hgnc:4536	GPR85
MIR103-1AS	hgnc:35384	MIR103B1
MIRN103-1AS	hgnc:35384	MIR103B1
IGKV1OR22-5A	hgnc:5773	IGKV1OR22-5
IGKVP7	hgnc:5773	IGKV1OR22-5
IGKV1OR225A	hgnc:5773	IGKV1OR22-5
LOC374805	hgnc:31813	ARHGAP27
SH3D20	hgnc:31813	ARHGAP27
GDF5OS	hgnc:33435	GDF5-AS1
HNRPC	hgnc:5035	HNRNPC
LOC100421190	hgnc:37777	GAPDHP25
HSPC059	hgnc:25000	ZNF571
HSPC059_2	hgnc:25000	ZNF571
SRP72P2	hgnc:31096	SRP72P2
